86755563ad5edd43344788fe1d980ffd,3241711000,A0004,3.3.23.3.5.20131030,HUAWEI MT7-TL00
A86CEDB46AD31DDCDA44B5A8507B85DD,51721711000,A0004,6.0.23.3.5.20170618,HUAWEI TIT-TL00
22B5AB8E462AAE5849E0FFFAC8A9DA9E,84865711000,A0004,6.0.23.3.5.20170618,DUK-AL20
9FFEAC29B751D00A087182365131ADD8,54821711000,A0004,6.0.23.3.5.20170618,Redmi Note 4
AA52ED3CCB70D11622C510B1A75EA778,84865711000,A0004,6.0.23.3.5.20170618,HUAWEI TAG-TL00
EBBE0E909990B5809CE047FE967AD5C6,82965711000,A0004,6.0.23.3.5.20170618,M1 E
661e0d31bcf1f29a5c222f587d8541ce,84865711000,A0004,5.3.23.3.5.20170105,HUAWEI P7-L07
3C3F7ACFAAAC19A200DAAA477E4493E8,84865711000,A0004,6.0.23.3.5.20170618,BLN-TL10
A1AACF84AB5DAE3A7C53927407984076,84865711000,A0004,6.0.23.3.5.20170618,HUAWEI TAG-TL00
d495099d0be435b9456a8222fdaf49dd,1341711001,A0004,2.3.3.3.5.20130116,GT-I8268
CD91772DB5DEACF2EE71CCC8CA3B61E0,84865711000,A0004,6.0.23.3.5.20170618,CAM-TL00
2FBFDD3BA738FEE155C3122663A602E1,84865711000,A0004,6.0.23.3.5.20170618,KIW-TL00
B0D5660CDC7F5DA57FADBD6513A4DA68,84865711000,A0004,6.0.23.3.5.20170618,CAM-TL00
6D460027B408B499D9F8EDFC069234ED,84865711000,A0004,6.0.23.3.5.20170618,HUAWEI P7-L07
b3e884af477970aa2f2af7513b78ce26,51821711000,A0004,5.2.23.3.5.20160921,M5L
c083e0fef82e534f0235ada723f28bde,2441711000,A0004,5.0.23.3.5.20160525,Coolpad A8-831
22745A605450B4B64A42EF2306FF2B6C,51821711000,A0004,6.0.23.3.5.20170618,CUN-TL00
2749e44e10cdafe1a5a70eb48ede9c51,3241711000,A0004,5.0.23.3.5.20160525,CHE-TL00
E70B286545CE4F1389EA2E87C11C7277,54921711000,A0004,6.0.23.3.5.20170618,OPPO R11t
89246C754866DF5E141A7E5D1C722E19,84865711000,A0004,6.0.23.3.5.20170618,BLN-TL10
F3B7EECC43EDD3A73CDF396F88E226DF,52121711000,A0004,6.0.23.3.5.20170618,SM-J5008
3722CA6EEA050B2863EDA8220B78B0FA,84865711000,A0004,6.0.23.3.5.20170618,HUAWEI G7-TL00
C7D642B9CB79B8E18534930ED783D376,54921711000,A0004,6.0.23.3.5.20170618,OPPO R9m
DB6B3CC4586F88AB7B9E04965A00684B,9811711000,A0004,6.0.23.3.5.20170618,SM-G5308W
f965b01c39844548d1e345862a924efd,50221711000,A0004,5.3.23.3.5.20161207,vivo V3M A
d69a4c06cc4daecdd603de1ab56aaa31,54921711000,A0004,5.3.23.3.5.20170105,OPPO A33
43FB20DBC7B9791F07A6A066C7943B20,84865711000,A0004,6.0.23.3.5.20170618,BLN-TL10
079C71DEF26D86C317998B7AD8F32822,84865711000,A0004,6.0.23.3.5.20170618,BLN-TL10
a8029517b958e4abea100891bde5404b,3241711000,A0004,5.0.23.3.5.20160525,CUN-TL00
4E4EE9C9E7216764CB9CFDE5CE912612,54821711000,A0004,6.0.23.3.5.20170618,Redmi Note 4
D45879E17690B7AB20A8FA5876A8C291,54821711000,A0004,6.0.23.3.5.20170618,MI 6
82b36b12a48c68f71a3f05c091e57c4c,3241711000,A0004,5.0.23.3.5.20160525,HUAWEI TAG-TL00
D68BA6E2EC7E855BF3479CD7E56C23EA,54821711000,A0004,6.0.23.3.5.20170618,Redmi Note 4
de55988d0163d1a749624c64a2a027d7,1041711000,A0004,4.0.23.3.5.20140307,Lenovo A2800-d
F743872897816EA1BF2473BE01A04BA4,51721711000,A0004,6.0.23.3.5.20170618,M836
3c1bb2dac814278aad8f1d82fc83d1b8,51721711000,A0004,5.2.23.3.5.20160921,HUAWEI TIT-TL00
C2C9565B0D8778EE44035B76FF8878B1,54921711000,A0004,6.0.23.3.5.20170618,OPPO R9s
2565B2A136202672E6FEC998B4931F3E,54821711000,A0004,6.0.23.3.5.20170618,Redmi Note 4
1E101CD212026AEA5A1CF7436C976A50,52121711000,A0004,6.0.23.3.5.20170618,SM-G6100
4a163f448e9e0f5ddfb1581678b22ad0,1341711000,A0004,4.0.23.3.5.20150514,SM-J5008
20025349570c8069d4b3d5940d94cad8,54921711000,A0004,5.3.23.3.5.20170105,OPPO R7
51B5C2A411BE09F0A973C402C298FAC7,54821711000,A0004,6.0.23.3.5.20170618,Redmi Note 4
dace3fe6a21bbb3c325704f9d53b1cf3,3241711000,A0004,5.0.23.3.5.20160525,HUAWEI TAG-TL00
FBC1B6DCB77716D4A4B66E6A75C4EABB,51821711000,A0004,6.0.23.3.5.20170618,Coolpad Y82-820
6B42086CB72142C1116B6C8FD8CDC500,52121711000,A0004,6.0.23.3.5.20170618,BLN-TL10
80F60BCC789377A82C207503080935CE,51721711000,A0004,6.0.23.3.5.20170618,OPPO R9s
ea4becd62423b3d6e04c2bedd0de927e,1041711001,A0004,2.3.3.3.5.20130107,Lenovo A630t
92E7D25B63857FAED835CEB0175F5EEF,54921711000,A0004,6.0.23.3.5.20170618,ONE A2001
5C969F7BF47D61095FE5C19E127A353A,54821711000,A0004,6.0.23.3.5.20170618,Redmi Note 4
6390399641DFD7D35D04EABE17CD7CE9,51721711000,A0004,6.0.23.3.5.20170618,Coolpad 8730L
e2c10665662b25b6c7afc6202d3b1961,9811711000,A0004,5.3.23.3.5.20161207,F100
FB41789A9BD804DACE0DC9B40CDDD773,84865711000,A0004,6.0.23.3.5.20170618,HUAWEI GRA-TL00
247d3f49b5df9d84dd1d51215327fb20,50221711000,A0004,5.3.23.3.5.20161207,vivo X5S L
3593F1294221C6BAD550AC46AD8135E4,84865711000,A0004,6.0.23.3.5.20170618,CHM-TL00
dd7ab9fff713ca853389bb423727053c,84865711000,A0004,5.3.23.3.5.20170105,HUAWEI G7-TL00
b2dd3b5092ffd07618c2bedcda4e9b83,3241711000,A0004,5.0.23.3.5.20160525,SCL-TL00
04C401810197F3A7A3CCDC8F0EA37FB0,84865711000,A0004,6.0.23.3.5.20170618,PE-TL00M
