8BADE958D9A8FBB198A3C09F8D8A237E,51721711000 ,A0004,6.0.23.3.5.20170618,GT-N7108
4B77EAB33A32628352BA8868078AE474,51621711000 ,A0004,6.0.23.3.5.20170618,GT-I9158P
9B3B5F4CD03281BF9F59746ABD4581F9,9811711000 ,A0004,6.0.23.3.5.20170618,SM-N9008V
8C66C7985352E927506A630C2E8F112A,84865711000 ,A0004,6.0.23.3.5.20170618,MHA-AL00
C55B3100503AD7CA23F9CBDC7A02D003,51821711000 ,A0004,6.0.23.3.5.20170618,GT-I9508
8DFA368C0B76257568E64AB64CAAD131,51821711000 ,A0004,6.0.23.3.5.20170618,MHA-AL00
877972D32A9A4AE41567C832633AEA46,50221711000 ,A0004,6.0.23.3.5.20170618,vivo X7
3247dd4f302c31ec3338bdb9798e3ed9,7041711012 ,A0004,2.3.23.3.5.20130501,vivo S7i(t)
8F384183BBA37633A497F961C635CFB2,52121711000 ,A0004,6.0.23.3.5.20170618,Redmi Note 3
a433111f34c0e20f4dff6b8abf8226b6,12641711102 ,A0004,5.0.23.3.5.20160525,Redmi Note 4
b325d2d094b9b7c014155713f2252156,52121711000 ,A0004,5.3.23.3.5.20170105,SM-A7100
962A553F7D9CAEF47B40A30D0F5B3C7C,52121711000 ,A0004,6.0.23.3.5.20170618,SM-N9008V
fdf2b7a2bc00cb59bfafdede3b5ff1df,84865711000 ,A0004,5.3.23.3.5.20170105,HUAWEI MT7-TL00
a8a4fd794d7d9d475f75593111e1a67a,7041711012 ,A0004,5.2.23.3.5.20160921,vivo S7i(t)
F5C398EF86AD1039B12AD4B757DAD8CF,84865711000 ,A0004,6.0.23.3.5.20170618,MHA-AL00
9D5EADC8CF4C1FEBCF04CE4BDF111893,51721711000 ,A0004,6.0.23.3.5.20170618,EVA-AL10
E5980EB8E72C1EADC9C234524043722C,52121711000 ,A0004,6.0.23.3.5.20170618,EVA-AL10
C25805E1ABE569278716AB6A4B242296,9811711000 ,A0004,6.0.23.3.5.20170618,SM-G9008V
A0D6DD199DF2B7BA9B7960876DA53A83,53821711000 ,A0004,6.0.23.3.5.20170618,XT1710-08
113B52A938BAF30C50239F162C17C318,84865711000 ,A0004,6.0.23.3.5.20170618,HUAWEI MT2-L01
ef5b3b5fc7cf1e3d0a5a1753fa36f045,52121711000 ,A0004,5.3.23.3.5.20170105,vivo V3
7DBE4BD4144647FEAF7A1B0221980585,84865711000 ,A0004,6.0.23.3.5.20170618,VKY-AL00
D29CBE715566426246554B846EACF0A8,51721711000 ,A0004,6.0.23.3.5.20170618,OPPO A59m
C6BFECFC6C0B9AB5C28F7F7CDEC477E3,52121711000 ,A0004,6.0.23.3.5.20170618,SM-G9280
A2D852C13594571D5BFB50A8FDC77336,9811711000 ,A0004,6.0.23.3.5.20170618,HUAWEI MT7-TL00
6A3B49DAB69E20FE96B6C33BE95FD6D6,52121711000 ,A0004,6.0.23.3.5.20170618,8298-A01
054E97D81574823899A575C56166394A,51721711000 ,A0004,6.0.23.3.5.20170618,OPPO R9 Plusm A
0F3C7002492451D789E62B1904617C18,52121711000 ,A0004,6.0.23.3.5.20170618,HUAWEI CAZ-AL10
C1C0A335ACAD73B1089846011AFAB8AE,84865711000 ,A0004,6.0.23.3.5.20170618,SCL-TL00
BAD8D93C84984D297009783A51A593C8,51621711000 ,A0004,6.0.23.3.5.20170618,SM-G9008V
a858242855050dd53990cc013e1d59a9,3241711000 ,A0004,5.0.23.3.5.20160525,HUAWEI TIT-TL00
96C32B1F4847F834843B9B4FFF5B85CF,52121711000 ,A0004,6.0.23.3.5.20170618,SM-G9008V
8A8A9CF261F431C92DB96E1EB8036375,51721711000 ,A0004,6.0.23.3.5.20170618,OPPO R9 Plustm A
24F317E811EC02984819779B53623A81,9811711000 ,A0004,6.0.23.3.5.20170618,SM-N9008
E887361618FAA8DA7E3D4C1E44DA37DC,52121711000 ,A0004,6.0.23.3.5.20170618,SM-G9008V
3114d5e8fe45ff4f06967f94f39d4c34,84865711000 ,A0004,5.3.23.3.5.20170105,HUAWEI NXT-TL00
F52E9241CBD8119EE9CC249376F993B5,54021711000 ,A0004,6.0.23.3.5.20170618,OPPO R9m
1A0AB0C7D5A703237980387D16FC3FA8,51721711000 ,A0004,6.0.23.3.5.20170618,SM-G9008V
a1f93a481863446664601027aea64588,1341711000 ,A0004,4.0.23.3.5.20150514,SM-J7008
9325d2f02e30049267ced8ae038b1559,3241711000 ,A0004,5.0.23.3.5.20160525,HUAWEI P7-L07
35540de8ce95b20e3ee36fbd2a00612d,52121711000 ,A0004,4.12.23.3.5.20160101,SM-N9008V
703294CF35B6A8053233E5C8324E0760,9811711000 ,A0004,6.0.23.3.5.20170618,SM-G9008V
